EARTH114A,Our National Parks (EARTH 14; GS 14; GS 114A),UG,EARTH,Letter or Credit/No Credit
EARTH117,Earth Sciences of the Hawaiian Islands (EARTHSYS 117; ESS 117),UG,EARTH,Letter (ABCD/NP)
EARTH126X,Hard Earth: Stanford Graduate-Student Talks Exploring Tough Environmental Dilemmas (CEE 126X),UG,EARTH,Satisfactory/No Credit
EARTH126Y,Hard Earth: Stanford Graduate-Student Talks Exploring Tough Environmental Dilemmas (CEE 126Y),UG,EARTH,Satisfactory/No Credit
EARTH126Z,Hard Earth: Stanford Graduate-Student Talks Exploring Tough Environmental Dilemmas (CEE 126Z),UG,EARTH,Satisfactory/No Credit
EARTH131,Pathways in Sustainability Careers (EARTHSYS 131),UG,EARTH,Satisfactory/No Credit
EARTH183,California Desert Geologic Field Trip (GS 183),UG,EARTH,Satisfactory/No Credit
EARTH191,Stanford EARTH Field Courses (GS 191),UG,EARTH,Satisfactory/No Credit
EARTH193,Natural Perspectives:  Geology; Environment; and Art,UG,EARTH,Satisfactory/No Credit
EARTH202,PhD Students on the PhD,GR,EARTH,Satisfactory/No Credit
EARTH211,Software Development for Scientists and Engineers (CME 211),GR,EARTH,Letter or Credit/No Credit
EARTH214,Software Design in Modern Fortran for Scientists and Engineers (CME 214),GR,EARTH,Letter (ABCD/NP)
EARTH218,Communicating Science,GR,EARTH,Satisfactory/No Credit
EARTH219,OPINION WRITING IN THE SCIENCES,GR,EARTH,Satisfactory/No Credit
EARTH251,Negotiation (CEE 151; CEE 251),GR,EARTH,Letter (ABCD/NP)
EARTH280,Pursuing Sustainability:  Managing Complex Social Environmental Systems,GR,EARTH,Letter (ABCD/NP)
EARTH281,Case Studies in Leading Change for Sustainability,GR,EARTH,Letter (ABCD/NP)
EARTH282,Innovating Large Scale Sustainable Transformations,GR,EARTH,Letter (ABCD/NP)
EARTH283,Change Leadership Practicum,GR,EARTH,Letter (ABCD/NP)
EARTH284,Design Thinking for Sustainable Impact,GR,EARTH,Letter (ABCD/NP)
EARTH300,Earth Sciences Seminar,GR,EARTH,Satisfactory/No Credit
EARTH305,Teaching in the field:  Basic skills for working with students in the field,GR,EARTH,Satisfactory/No Credit
EARTH310,Computational Geosciences Seminar,GR,EARTH,Satisfactory/No Credit
EARTH400,Directed Research,GR,EARTH,Letter or Credit/No Credit
EARTH401,Curricular Practical Training,GR,EARTH,Satisfactory/No Credit
EARTHSYS4,Coevolution of Earth and Life (GS 4),UG,EARTH,Letter or Credit/No Credit
EARTHSYS8,The Oceans: An Introduction to the Marine Environment (ESS 8),UG,EARTH,Letter or Credit/No Credit
EARTHSYS9,Public Service Internship Preparation (ARTSINST 40; EDUC 9; HUMBIO 9; PUBLPOL 74; URBANST 101),UG,EARTH,Satisfactory/No Credit
EARTHSYS10,Introduction to Earth Systems,UG,EARTH,Letter or Credit/No Credit
EARTHSYS11,Introduction to Geology (GS 1),UG,EARTH,Letter or Credit/No Credit
EARTHSYS11Q,Sustainability And Social Justice (ETHICSOC 11Q),UG,EARTH,Letter or Credit/No Credit
EARTHSYS12SC,Environmental and Geological Field Studies in the Rocky Mountains (ESS 12SC; GS 12SC),UG,EARTH,Letter (ABCD/NP)
EARTHSYS13SC,People; Land; and Water in the Heart of the West,UG,EARTH,Satisfactory/No Credit
EARTHSYS15,Gender; Land Rights; and Climate Change: An International Perspective,UG,EARTH,Satisfactory/No Credit
EARTHSYS16SC,Water and Power in the Pacific Northwest: The Columbia River (CEE 17SC; ENERGY 12SC; POLISCI 14SC),UG,EARTH,Satisfactory/No Credit
EARTHSYS16SI,Environmental Justice in the Bay Area (URBANST 16SI),UG,EARTH,Satisfactory/No Credit
EARTHSYS18,Promoting Sustainability Behavior Change at Stanford,UG,EARTH,Satisfactory/No Credit
EARTHSYS20,The Cuisine of Change: Promoting Child Health and Combating Food Insecurity,UG,EARTH,Satisfactory/No Credit
EARTHSYS21,Peopling of the Globe: Changing Patterns of Land Use and Consumption Over the Last 50;000 Years (ANTHRO 18; ARCHLGY 12; HUMBIO 182),UG,EARTH,Letter (ABCD/NP)
EARTHSYS30,Ecology for Everyone (BIO 30),UG,EARTH,Letter or Credit/No Credit
EARTHSYS36N,Life at the Extremes: From the Deep Sea to Deep Space,UG,EARTH,Letter or Credit/No Credit
EARTHSYS37N,Climate Change: Science & Society,UG,EARTH,Letter (ABCD/NP)
EARTHSYS38N,The Worst Journey in the World: The Science; Literature; and History of Polar Exploration (ESS 38N; GS 38N),UG,EARTH,Letter (ABCD/NP)
EARTHSYS39N,The Carbon Cycle: Reducing Your Impact,UG,EARTH,Letter or Credit/No Credit
EARTHSYS41N,The Global Warming Paradox,UG,EARTH,Letter or Credit/No Credit
EARTHSYS42,The Global Warming Paradox II (ESS 42),UG,EARTH,Letter or Credit/No Credit
EARTHSYS44N,The Invisible Majority: The Microbial World That Sustains Our Planet,UG,EARTH,Letter or Credit/No Credit
EARTHSYS46N,Exploring the Critical Interface between the Land and Monterey Bay: Elkhorn Slough (ESS 46N),UG,EARTH,Letter or Credit/No Credit
EARTHSYS46Q,Environmental Impact of Energy Systems: What are the Risks? (GS 46Q),UG,EARTH,Letter (ABCD/NP)
EARTHSYS49N,Multi-Disciplinary Perspectives on a Large Urban Estuary: San Francisco Bay (CEE 50N; ESS 49N),UG,EARTH,Letter or Credit/No Credit
EARTHSYS56Q,Changes in the Coastal Ocean: The View From Monterey and San Francisco Bays (ESS 56Q),UG,EARTH,Letter or Credit/No Credit
EARTHSYS57Q,Climate Change from the Past to the Future (ESS 57Q),UG,EARTH,Letter or Credit/No Credit
EARTHSYS61Q,Food and security (ESS 61Q; INTNLREL 61Q),UG,EARTH,Letter or Credit/No Credit
EARTHSYS100,Environmental and Geological Field Studies in the Rocky Mountains (ESS 101; GS 101),UG,EARTH,Satisfactory/No Credit
EARTHSYS101,Energy and the Environment (ENERGY 101),UG,EARTH,Letter or Credit/No Credit
EARTHSYS102,Fundamentals of Renewable Power (ENERGY 102),UG,EARTH,Letter or Credit/No Credit
EARTHSYS103,Understanding Energy (CEE 107A; CEE 207A),UG,EARTH,Letter or Credit/No Credit
EARTHSYS103F,Understanding Energy -- Field Trips (CEE 107F; CEE 207F),UG,EARTH,Letter or Credit/No Credit
EARTHSYS104,The Water Course (GEOPHYS 70),UG,EARTH,Letter or Credit/No Credit
EARTHSYS105,Food and Community: Creating Change through Education and Outreach,UG,EARTH,Satisfactory/No Credit
EARTHSYS105A,Ecology and Natural History of Jasper Ridge Biological Preserve (BIO 105A),UG,EARTH,Satisfactory/No Credit
EARTHSYS105B,Ecology and Natural History of Jasper Ridge Biological Preserve (BIO 105B),UG,EARTH,Satisfactory/No Credit
EARTHSYS106,World Food Economy (EARTHSYS 206; ECON 106; ECON 206; ESS 106; ESS 206),UG,EARTH,Letter (ABCD/NP)
EARTHSYS107,Control of Nature (ESS 107),UG,EARTH,Letter or Credit/No Credit
EARTHSYS108,U.S. Environmental Law in Transition (EARTHSYS 208),UG,EARTH,Satisfactory/No Credit
EARTHSYS110,Introduction to the foundations of contemporary geophysics (GEOPHYS 110),UG,EARTH,Letter or Credit/No Credit
EARTHSYS111,Biology and Global Change (BIO 117; ESS 111),UG,EARTH,Letter or Credit/No Credit
EARTHSYS112,Human Society and Environmental Change (ESS 112; HISTORY 103D),UG,EARTH,Letter or Credit/No Credit
EARTHSYS113,Earthquakes and Volcanoes (GEOPHYS 90),UG,EARTH,Letter or Credit/No Credit
EARTHSYS115,Wetlands Ecology of the Pantanal Prefield Seminar,UG,EARTH,Satisfactory/No Credit
EARTHSYS115T,Island Biogeography of Tasmania Prefield Seminar,UG,EARTH,Letter (ABCD/NP)
EARTHSYS116,Ecology of the Hawaiian Islands (BIO 116),UG,EARTH,Letter (ABCD/NP)
EARTHSYS117,Earth Sciences of the Hawaiian Islands (EARTH 117; ESS 117),UG,EARTH,Letter (ABCD/NP)
EARTHSYS118,Heritage; Environment; and Sovereignty in Hawaii (ANTHRO 118),UG,EARTH,Letter (ABCD/NP)
EARTHSYS119,Will Work for Food (EARTHSYS 219),UG,EARTH,Satisfactory/No Credit
EARTHSYS121,Building a Sustainable Society: New Approaches for Integrating Human and Environmental Priorities,UG,EARTH,Letter (ABCD/NP)
EARTHSYS122,Evolution of Marine Ecosystems (GS 123; GS 223B),UG,EARTH,Letter or Credit/No Credit
EARTHSYS123,Asian Americans and Environmental Justice (ASNAMST 123),UG,EARTH,Letter or Credit/No Credit
EARTHSYS124,D^3: Disasters; Decisions; Development (ESS 118; ESS 218; GEOPHYS 118; GEOPHYS 218; GS 118; GS 218),UG,EARTH,Letter (ABCD/NP)
EARTHSYS125,Shades of Green: Redesigning and Rethinking the Environmental Justice Movements (CSRE 125E; EARTHSYS 225),UG,EARTH,Letter or Credit/No Credit
EARTHSYS128,Evolution of Terrestrial Ecosystems (GS 128; GS 228),UG,EARTH,Letter or Credit/No Credit
EARTHSYS129,Geographic Impacts of Global Change: Mapping the Stories,UG,EARTH,Letter or Credit/No Credit
EARTHSYS131,Pathways in Sustainability Careers (EARTH 131),UG,EARTH,Satisfactory/No Credit
EARTHSYS132,Evolution of Earth Systems (EARTHSYS 232; ESS 132; ESS 232),UG,EARTH,Letter (ABCD/NP)
EARTHSYS133,Social Entrepreneurship Collaboratory (URBANST 133),UG,EARTH,Letter (ABCD/NP)
EARTHSYS135,Podcasting the Anthropocene (EARTHSYS 235),UG,EARTH,Letter or Credit/No Credit
EARTHSYS135A,Podcasting the Anthropocene 1.0 (EARTHSYS 235A),UG,EARTH,Satisfactory/No Credit
EARTHSYS136,The Ethics of Stewardship (EARTHSYS 236),UG,EARTH,Letter or Credit/No Credit
EARTHSYS138,International Urbanization Seminar: Cross-Cultural Collaboration for Sustainable Urban Development (CEE 126; IPS 274; URBANST 145),UG,EARTH,Letter or Credit/No Credit
EARTHSYS140,The Energy-Water Nexus (GEOPHYS 80),UG,EARTH,Letter or Credit/No Credit
EARTHSYS141,Remote Sensing of the Oceans (EARTHSYS 241; ESS 141; ESS 241; GEOPHYS 141),UG,EARTH,Letter or Credit/No Credit
EARTHSYS142,Remote Sensing of Land (EARTHSYS 242; ESS 162; ESS 262),UG,EARTH,Letter or Credit/No Credit
EARTHSYS144,Fundamentals of Geographic Information Science (GIS) (ESS 164),UG,EARTH,Letter or Credit/No Credit
EARTHSYS145,American Environmental History (HISTORY 69; HISTORY 169),UG,EARTH,Letter or Credit/No Credit
EARTHSYS146A,Atmosphere; Ocean; and Climate Dynamics: The Atmospheric Circulation (CEE 161I; CEE 261I; EARTHSYS 246A; ESS 146A; ESS 246A; GEOPHYS 146A; GEOPHYS 246A),UG,EARTH,Letter or Credit/No Credit
EARTHSYS146B,Atmosphere; Ocean; and Climate Dynamics: the Ocean Circulation (CEE 162I; CEE 262I; EARTHSYS 246B; ESS 146B; ESS 246B),UG,EARTH,Letter or Credit/No Credit
EARTHSYS148,Grow it; Cook it; Eat it. An Experiential Exploration of How and Why We Eat What We Eat,UG,EARTH,Letter (ABCD/NP)
EARTHSYS149,Wild Writing (EARTHSYS 249),UG,EARTH,Letter (ABCD/NP)
EARTHSYS151,Biological Oceanography (EARTHSYS 251; ESS 151; ESS 251),UG,EARTH,Letter or Credit/No Credit
EARTHSYS152,Marine Chemistry (EARTHSYS 252; ESS 152; ESS 252),UG,EARTH,Letter or Credit/No Credit
EARTHSYS154,Intermediate Writing: Communicating Climate Change: Navigating the Stories from the Frontlines (PWR 91EP),UG,EARTH,Letter (ABCD/NP)
EARTHSYS155,Science of Soils (ESS 155),UG,EARTH,Letter or Credit/No Credit
EARTHSYS156,Soil and Water Chemistry (EARTHSYS 256; ESS 156; ESS 256),UG,EARTH,Letter or Credit/No Credit
EARTHSYS158,Geomicrobiology (EARTHSYS 258; ESS 158; ESS 258),UG,EARTH,Letter or Credit/No Credit
EARTHSYS160,Sustainable Cities (URBANST 164),UG,EARTH,Letter or Credit/No Credit
EARTHSYS164,Introduction to Physical Oceanography (CEE 162D; CEE 262D; ESS 148),UG,EARTH,Letter (ABCD/NP)
EARTHSYS170,Environmental Geochemistry (GS 170; GS 270),UG,EARTH,Letter (ABCD/NP)
EARTHSYS172,Australian Ecosystems: Human Dimensions and Environmental Dynamics (ANTHRO 170; ANTHRO 270),UG,EARTH,Letter (ABCD/NP)
EARTHSYS175,California Coast: Science; Policy; and Law (CEE 175A; CEE 275A; EARTHSYS 275; PUBLPOL 175; PUBLPOL 275),UG,EARTH,Letter or Credit/No Credit
EARTHSYS176,Open Space Management Practicum (EARTHSYS 276),UG,EARTH,Letter or Credit/No Credit
EARTHSYS176A,Open Space Practicum Independent Study,UG,EARTH,Satisfactory/No Credit
EARTHSYS177C,Specialized Writing and Reporting: Environmental Journalism (COMM 177C; COMM 277C; EARTHSYS 277C),UG,EARTH,Letter or Credit/No Credit
EARTHSYS179S,Seminar: Issues in Environmental Science; Technology and Sustainability (CEE 179S; CEE 279S; ESS 179S),UG,EARTH,Satisfactory/No Credit
EARTHSYS180,Principles and Practices of Sustainable Agriculture (ESS 280),UG,EARTH,Letter or Credit/No Credit
EARTHSYS181,Urban Agriculture in the Developing World (EARTHSYS 281; ESS 181; ESS 281; URBANST 181),UG,EARTH,Letter or Credit/No Credit
EARTHSYS182,Designing Educational Gardens (ESS 282),UG,EARTH,Satisfactory/No Credit
EARTHSYS183,Food Matters: Agriculture in Film (EARTHSYS 283; ESS 183; ESS 283),UG,EARTH,Satisfactory/No Credit
EARTHSYS185,Feeding Nine Billion,UG,EARTH,Letter or Credit/No Credit
EARTHSYS186,Farm and Garden Environmental Education Practicum (EARTHSYS 286),UG,EARTH,Satisfactory/No Credit
EARTHSYS187,FEED the Change: Redesigning Food Systems,UG,EARTH,Letter (ABCD/NP)
EARTHSYS188,Social and Environmental Tradeoffs in Climate Decision-Making (EARTHSYS 288),UG,EARTH,Letter or Credit/No Credit
EARTHSYS191,Concepts in Environmental Communication (EARTHSYS 291),UG,EARTH,Letter or Credit/No Credit
EARTHSYS196,Implementing Climate Solutions at Scale (EARTHSYS 296),UG,EARTH,Letter (ABCD/NP)
EARTHSYS199,Honors Program in Earth Systems,UG,EARTH,Letter (ABCD/NP)
EARTHSYS200,Environmental Communication in Action: The SAGE Project,UG,EARTH,Letter or Credit/No Credit
EARTHSYS201,Editing for Publication,GR,EARTH,Letter or Credit/No Credit
EARTHSYS206,World Food Economy (EARTHSYS 106; ECON 106; ECON 206; ESS 106; ESS 206),GR,EARTH,Letter (ABCD/NP)
EARTHSYS207,Spanish in Science/Science in Spanish (BIO 208; LATINAM 207),GR,EARTH,Satisfactory/No Credit
EARTHSYS208,U.S. Environmental Law in Transition (EARTHSYS 108),GR,EARTH,Satisfactory/No Credit
EARTHSYS210A,Senior Capstone and Reflection,UG,EARTH,Letter (ABCD/NP)
EARTHSYS210B,Senior Capstone and Reflection,UG,EARTH,Letter (ABCD/NP)
EARTHSYS210P,Earth Systems Capstone Project,UG,EARTH,Letter (ABCD/NP)
EARTHSYS211,Fundamentals of Modeling (ESS 211),GR,EARTH,Letter or Credit/No Credit
EARTHSYS219,Will Work for Food (EARTHSYS 119),GR,EARTH,Satisfactory/No Credit
EARTHSYS225,Shades of Green: Redesigning and Rethinking the Environmental Justice Movements (CSRE 125E; EARTHSYS 125),GR,EARTH,Letter or Credit/No Credit
EARTHSYS232,Evolution of Earth Systems (EARTHSYS 132; ESS 132; ESS 232),GR,EARTH,Letter (ABCD/NP)
EARTHSYS235,Podcasting the Anthropocene (EARTHSYS 135),GR,EARTH,Letter or Credit/No Credit
EARTHSYS235A,Podcasting the Anthropocene 1.0 (EARTHSYS 135A),GR,EARTH,Satisfactory/No Credit
EARTHSYS236,The Ethics of Stewardship (EARTHSYS 136),GR,EARTH,Letter or Credit/No Credit
EARTHSYS238,Land Use Law,GR,EARTH,Letter or Credit/No Credit
EARTHSYS241,Remote Sensing of the Oceans (EARTHSYS 141; ESS 141; ESS 241; GEOPHYS 141),GR,EARTH,Letter or Credit/No Credit
EARTHSYS242,Remote Sensing of Land (EARTHSYS 142; ESS 162; ESS 262),GR,EARTH,Letter or Credit/No Credit
EARTHSYS243,Environmental Advocacy and Policy Communication,GR,EARTH,Letter or Credit/No Credit
EARTHSYS246A,Atmosphere; Ocean; and Climate Dynamics: The Atmospheric Circulation (CEE 161I; CEE 261I; EARTHSYS 146A; ESS 146A; ESS 246A; GEOPHYS 146A; GEOPHYS 246A),GR,EARTH,Letter or Credit/No Credit
EARTHSYS246B,Atmosphere; Ocean; and Climate Dynamics: the Ocean Circulation (CEE 162I; CEE 262I; EARTHSYS 146B; ESS 146B; ESS 246B),GR,EARTH,Letter or Credit/No Credit
EARTHSYS249,Wild Writing (EARTHSYS 149),GR,EARTH,Letter (ABCD/NP)
EARTHSYS250,Directed Research,GR,EARTH,Letter or Credit/No Credit
EARTHSYS251,Biological Oceanography (EARTHSYS 151; ESS 151; ESS 251),GR,EARTH,Letter or Credit/No Credit
EARTHSYS252,Marine Chemistry (EARTHSYS 152; ESS 152; ESS 252),GR,EARTH,Letter or Credit/No Credit
EARTHSYS255,Microbial Physiology (BIO 180; ESS 255; GS 233A),UG,EARTH,Letter or Credit/No Credit
EARTHSYS256,Soil and Water Chemistry (EARTHSYS 156; ESS 156; ESS 256),GR,EARTH,Letter or Credit/No Credit
EARTHSYS258,Geomicrobiology (EARTHSYS 158; ESS 158; ESS 258),GR,EARTH,Letter or Credit/No Credit
EARTHSYS260,Internship,GR,EARTH,Satisfactory/No Credit
EARTHSYS263F,Groundwork for COP21,GR,EARTH,Satisfactory/No Credit
EARTHSYS272,Antarctic Marine Geology (ESS 242),GR,EARTH,Letter or Credit/No Credit
EARTHSYS275,California Coast: Science; Policy; and Law (CEE 175A; CEE 275A; EARTHSYS 175; PUBLPOL 175; PUBLPOL 275),GR,EARTH,Letter or Credit/No Credit
EARTHSYS276,Open Space Management Practicum (EARTHSYS 176),GR,EARTH,Letter or Credit/No Credit
EARTHSYS276A,Open Space Practicum Independent Study,GR,EARTH,Satisfactory/No Credit
EARTHSYS277C,Specialized Writing and Reporting: Environmental Journalism (COMM 177C; COMM 277C; EARTHSYS 177C),GR,EARTH,Letter or Credit/No Credit
EARTHSYS281,Urban Agriculture in the Developing World (EARTHSYS 181; ESS 181; ESS 281; URBANST 181),GR,EARTH,Letter or Credit/No Credit
EARTHSYS283,Food Matters: Agriculture in Film (EARTHSYS 183; ESS 183; ESS 283),GR,EARTH,Satisfactory/No Credit
EARTHSYS286,Farm and Garden Environmental Education Practicum (EARTHSYS 186),GR,EARTH,Satisfactory/No Credit
EARTHSYS288,Social and Environmental Tradeoffs in Climate Decision-Making (EARTHSYS 188),GR,EARTH,Letter or Credit/No Credit
EARTHSYS289A,FEED Lab: Food System Design & Innovation,GR,EARTH,Letter (ABCD/NP)
EARTHSYS289B,FEED Lab: Food System Design & Innovation,GR,EARTH,Letter (ABCD/NP)
EARTHSYS290,Master's Seminar,GR,EARTH,Satisfactory/No Credit
EARTHSYS291,Concepts in Environmental Communication (EARTHSYS 191),GR,EARTH,Letter or Credit/No Credit
EARTHSYS292,Multimedia Environmental Communication,GR,EARTH,Letter (ABCD/NP)
EARTHSYS293,Environmental Communication Practicum,GR,EARTH,Satisfactory/No Credit
EARTHSYS294,Environmental Communication Capstone,GR,EARTH,Letter (ABCD/NP)
EARTHSYS296,Implementing Climate Solutions at Scale (EARTHSYS 196),GR,EARTH,Letter (ABCD/NP)
EARTHSYS297,Directed Individual Study in Earth Systems,GR,EARTH,Letter or Credit/No Credit
EARTHSYS298,Earth Systems Book Review,GR,EARTH,Satisfactory/No Credit
EARTHSYS299,M.S. Thesis,GR,EARTH,Letter (ABCD/NP)
EARTHSYS323,Stanford at Sea (BIOHOPK 182H; BIOHOPK 323H; ESS 323),UG,EARTH,Letter (ABCD/NP)
EEES302,Challenges and Practices in Crossdisciplinary Research and Teaching,GR,EARTH,Letter or Credit/No Credit
ENERGY12SC,Water and Power in the Pacific Northwest: The Columbia River (CEE 17SC; EARTHSYS 16SC; POLISCI 14SC),UG,EARTH,Satisfactory/No Credit
ENERGY101,Energy and the Environment (EARTHSYS 101),UG,EARTH,Letter or Credit/No Credit
ENERGY101A,Energizing California,UG,EARTH,Satisfactory/No Credit
ENERGY102,Fundamentals of Renewable Power (EARTHSYS 102),UG,EARTH,Letter or Credit/No Credit
ENERGY104,Sustainable Energy for 9 Billion,UG,EARTH,Letter (ABCD/NP)
ENERGY110,Engineering Economics,UG,EARTH,Letter (ABCD/NP)
ENERGY120,Fundamentals of Petroleum Engineering (ENGR 120),UG,EARTH,Letter or Credit/No Credit
ENERGY120A,Flow Through Porous Media Laboratory,UG,EARTH,Satisfactory/No Credit
ENERGY121,Fundamentals of Multiphase Flow (ENERGY 221),UG,EARTH,Letter (ABCD/NP)
ENERGY122,Lunch with Numerics,GR,EARTH,Letter or Credit/No Credit
ENERGY123,When Technology Meets Reality; An In-depth Look at the Deepwater Horizon Blowout and Oil Spill,GR,EARTH,Letter or Credit/No Credit
ENERGY125,Modeling and Simulation for Geoscientists and Engineers,UG,EARTH,Letter (ABCD/NP)
ENERGY130,Well Log Analysis I,UG,EARTH,Letter (ABCD/NP)
ENERGY141,Seismic Reservoir Characterization (ENERGY 241; GEOPHYS 241A),UG,EARTH,Letter (ABCD/NP)
ENERGY146,Reservoir Characterization and Flow Modeling with Outcrop Data (ENERGY 246; GS 246),UG,EARTH,Letter (ABCD/NP)
ENERGY153,Carbon Capture and Sequestration (ENERGY 253),UG,EARTH,Letter (ABCD/NP)
ENERGY155,Undergraduate Report on Energy Industry Training,UG,EARTH,Letter or Credit/No Credit
ENERGY158,Bringing New Energy Technologies to Market: Optimizing Technology Push and Market Pull,GR,EARTH,Letter or Credit/No Credit
ENERGY160,Modeling Uncertainty in the Earth Sciences,UG,EARTH,Letter (ABCD/NP)
ENERGY167,Engineering Valuation and Appraisal of Oil and Gas Wells; Facilities; and Properties (ENERGY 267),UG,EARTH,Letter or Credit/No Credit
ENERGY171,Energy Infrastructure; Technology and Economics (ENERGY 271),UG,EARTH,Letter or Credit/No Credit
ENERGY175,Well Test Analysis,UG,EARTH,Letter or Credit/No Credit
ENERGY180,Oil and Gas Production Engineering (ENERGY 280),UG,EARTH,Letter (ABCD/NP)
ENERGY191,Optimization of Energy Systems (ENERGY 291),UG,EARTH,Letter (ABCD/NP)
ENERGY192,Undergraduate Teaching Experience,UG,EARTH,Letter or Credit/No Credit
ENERGY193,Undergraduate Research Problems,UG,EARTH,Letter or Credit/No Credit
ENERGY194,Special Topics in Energy and Mineral Fluids,UG,EARTH,Satisfactory/No Credit
ENERGY199,Senior Project and Seminar in Energy Resources,UG,EARTH,Letter or Credit/No Credit
ENERGY201,Laboratory Measurement of Reservoir Rock Properties,GR,EARTH,Letter (ABCD/NP)
ENERGY202,Petroleum Industry Performance Management,GR,EARTH,Letter or Credit/No Credit
ENERGY203,The Energy Transformation Collaborative,GR,EARTH,Letter (ABCD/NP)
ENERGY204,Achieving Universal Energy Access by 2030: Can it be done?,GR,EARTH,Letter (ABCD/NP)
ENERGY214,The Global Price of Oil,GR,EARTH,Letter or Credit/No Credit
ENERGY216,Entrepreneurship in Energy,GR,EARTH,Letter or Credit/No Credit
ENERGY217,Research Seminar: Energy Development in the Emerging Economy,GR,EARTH,Letter or Credit/No Credit
ENERGY221,Fundamentals of Multiphase Flow (ENERGY 121),GR,EARTH,Letter (ABCD/NP)
ENERGY222,Advanced Reservoir Engineering,GR,EARTH,Letter (ABCD/NP)
ENERGY223,Reservoir Simulation,GR,EARTH,Letter (ABCD/NP)
ENERGY224,Advanced Reservoir Simulation,GR,EARTH,Letter (ABCD/NP)
ENERGY225,Theory of Gas Injection Processes,GR,EARTH,Letter (ABCD/NP)
ENERGY226,Thermal Recovery Methods,GR,EARTH,Letter (ABCD/NP)
ENERGY227,Enhanced Oil Recovery,GR,EARTH,Letter (ABCD/NP)
ENERGY230,Advanced Topics in Well Logging,GR,EARTH,Letter (ABCD/NP)
ENERGY240,Geostatistics (GS 240),GR,EARTH,Letter (ABCD/NP)
ENERGY241,Seismic Reservoir Characterization (ENERGY 141; GEOPHYS 241A),GR,EARTH,Letter (ABCD/NP)
ENERGY242,Topics in Advanced Geostatistics (ESS 263),GR,EARTH,Letter (ABCD/NP)
ENERGY246,Reservoir Characterization and Flow Modeling with Outcrop Data (ENERGY 146; GS 246),GR,EARTH,Letter (ABCD/NP)
ENERGY247,Stochastic Simulation,GR,EARTH,Letter (ABCD/NP)
ENERGY251,Thermodynamics of Equilibria,GR,EARTH,Letter (ABCD/NP)
ENERGY253,Carbon Capture and Sequestration (ENERGY 153),GR,EARTH,Letter (ABCD/NP)
ENERGY255,Master's Report on Energy Industry Training,GR,EARTH,Credit/No Credit
ENERGY259,Presentation Skills,GR,EARTH,Satisfactory/No Credit
ENERGY267,Engineering Valuation and Appraisal of Oil and Gas Wells; Facilities; and Properties (ENERGY 167),GR,EARTH,Letter or Credit/No Credit
ENERGY269,Geothermal Reservoir Engineering,GR,EARTH,Letter or Credit/No Credit
ENERGY271,Energy Infrastructure; Technology and Economics (ENERGY 171),GR,EARTH,Letter or Credit/No Credit
ENERGY273,Special Topics in Energy Resources Engineering,GR,EARTH,Letter or Credit/No Credit
ENERGY274,Complex Analysis for Practical Engineering,GR,EARTH,Letter (ABCD/NP)
ENERGY275,Quantitative Methods in Basin and Petroleum System Modeling (GS 256),GR,EARTH,Letter or Credit/No Credit
ENERGY280,Oil and Gas Production Engineering (ENERGY 180),GR,EARTH,Letter (ABCD/NP)
ENERGY281,Applied Mathematics in Reservoir Engineering,GR,EARTH,Letter (ABCD/NP)
ENERGY282,Chemical Kinetics of Fossil Fuel Creation and Utilization,GR,EARTH,Letter or Credit/No Credit
ENERGY284,Optimization and Inverse Modeling,GR,EARTH,Letter (ABCD/NP)
ENERGY285A,SUPRI-A Research Seminar: Enhanced Oil Recovery,GR,EARTH,Satisfactory/No Credit
ENERGY285B,SUPRI-B Research Seminar: Reservoir Simulation,GR,EARTH,Satisfactory/No Credit
ENERGY285C,SUPRI-C Research Seminar: Gas Injection Processes,GR,EARTH,Satisfactory/No Credit
ENERGY285D,SUPRI-D Research Seminar: Well Test Analysis,GR,EARTH,Satisfactory/No Credit
ENERGY285F,SCRF Research Seminar: Geostatistics and Reservoir Forecasting,GR,EARTH,Satisfactory/No Credit
ENERGY285G,Geothermal Reservoir Engineering Research Seminar,GR,EARTH,Satisfactory/No Credit
ENERGY285S,Smart Fields Research Seminar: Horizontal Well Technology,GR,EARTH,Satisfactory/No Credit
ENERGY290,Numerical Modeling of Fluid Flow in Heterogeneous Porous Media,GR,EARTH,Letter (ABCD/NP)
ENERGY291,Optimization of Energy Systems (ENERGY 191),GR,EARTH,Letter (ABCD/NP)
ENERGY293A,Solar Cells; Fuel Cells; and Batteries: Materials for the Energy Solution (EE 293A; MATSCI 156; MATSCI 256),GR,EARTH,Letter or Credit/No Credit
ENERGY293B,Fundamentals of Energy Processes (EE 293B),GR,EARTH,Letter or Credit/No Credit
ENERGY293C,Energy from Wind and Water Currents,GR,EARTH,Letter or Credit/No Credit
ENERGY295,Quantitative environmental assessment of energy systems,GR,EARTH,Letter or Credit/No Credit
ENERGY300,Graduate Directed Reading,GR,EARTH,Letter or Credit/No Credit
ENERGY301,The Energy Seminar (CEE 301; MS&E 494),GR,EARTH,Satisfactory/No Credit
ENERGY355,Doctoral Report on Energy Industry Training,GR,EARTH,Letter or Credit/No Credit
ENERGY359,Teaching Experience in Energy Resources Engineering,GR,EARTH,Satisfactory/No Credit
ENERGY360,Advanced Research Work in Energy Resources Engineering,GR,EARTH,Satisfactory/No Credit
ENERGY361,Master's Degree Research in Energy Resources Engineering,GR,EARTH,Satisfactory/No Credit
